url,p,a,span,h1,h2,h3,h4,h5,h6,title,meta,li,img,th,td
http://homes.dlf.in/,"['select your city', 'DLF has been a pioneer in providing a luxurious and wholesome living experience and has developed a number of residential spaces over the past 60 years. We have crafted some of the finest residential complexes combining the best of design aesthetics technology and architecture.', 'Disclaimer:', ' All the timelines mentioned in this website are merely representative in nature based on rough estimates and are subject to change.', 'Download our apps on']","['ENQUIRE', ' ', 'NOW', 'DLF LIFE', 'PROJECTS', 'MEDIA', 'NRI CORNER', 'FAQS', 'EVENTS', 'CUSTOMER PORTAL', 'NEWSLETTER', 'CONTACT US', '1', '2', '3', '4', '5', 'search', 'DLF LIFE', 'PROJECTS', 'MEDIA', 'NRI CORNER', 'FAQS', 'EVENTS', 'ENROLL AS CHANNEL PARTNER', 'NEWSLETTER', 'CONTACT US', 'Disclaimer', 'About DLF', 'Site Map']","[' ', ' ', 'DLF Luxury Homes & Apartments India', 'Latest Projects', 'finder', '23', '23', '23', 'newsletter', 'submit']",['DLF Luxury Homes & Apartments India'],['events'],[''],[''],[''],[''],['DLF Homes: Buy Residential Properties from DLF'],[''],"['DLF LIFE', 'PROJECTS', 'MEDIA', 'NRI CORNER', 'FAQS', 'EVENTS', 'CUSTOMER PORTAL', 'NEWSLETTER', 'CONTACT US', ' ', ' ', ' ', ' ', ' ', ' ', ' ', '1', '2', '3', '4', '5', ' ', 'June', '23', ' ', '', ' ', ' ', 'June', '23', ' ', '', ' ', ' ', 'June', '23', ' ', '', ' ', 'DLF LIFE', 'PROJECTS', 'MEDIA', 'NRI CORNER', 'FAQS', 'EVENTS', 'ENROLL AS CHANNEL PARTNER', 'NEWSLETTER', 'CONTACT US']","['DLF Luxury Homes & Apartments India', 'The Crest projects Gurgaon', 'The kings court project south delhi', 'The Ultima Gurgaon', 'The Crest Gurgaon', 'Kings Court New Delhi', 'The Ultima Gurgaon', 'Hyde Park New Chandigarh', 'DLF Skycourt Gurgaon', 'DLF Gardencity Gurgaon', 'Express Greens Gurgaon', 'New town heights Gurgaon', 'Mypad Lucknow', 'DLF Alamada Gurgaon', 'Commanders Court Chennai', 'The Primus Gurgaon', 'New Town Heights Kolkata', 'Regal Gardens Gurgaon', 'New Town Heights Kochi']",[''],['']
